tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	4627	0	live	MYH9	BDPLT6, DFNA17, EPSTS, FTNS, MATINS, MHA, NMHC-II-A, NMMHC-IIA, NMMHCA	myosin heavy chain 9	myosin-9|cellular myosin heavy chain, type A|myosin, heavy chain 9, non-muscle|non-muscle myosin heavy chain 9|non-muscle myosin heavy chain A|non-muscle myosin heavy chain IIa|non-muscle myosin heavy polypeptide 9|nonmuscle myosin heavy chain II-A	22q12.3	22	NC_000022.11	36281280	36387967	minus	41	160775	
9606	Homo sapiens	6502	0	live	SKP2	FBL1, FBXL1, FLB1, p45	S-phase kinase associated protein 2	S-phase kinase-associated protein 2|CDK2/cyclin A-associated protein p45|F-box/LRR-repeat protein 1|S-phase kinase-associated protein 2, E3 ubiquitin protein ligase|p45skp2	5p13.2	5	NC_000005.10	36152067	36184319	plus	11	601436	
9606	Homo sapiens	5654	0	live	HTRA1	ARMD7, CADASIL2, CARASIL, HtrA, L56, ORF480, PRSS11	HtrA serine peptidase 1	serine protease HTRA1|IGFBP5-protease|high-temperature requirement A serine peptidase 1|protease, serine, 11 (IGF binding)	10q26.13	10	NC_000010.11	122461553	122514907	plus	9	602194	
9606	Homo sapiens	2353	0	live	FOS	AP-1, C-FOS, p55	Fos proto-oncogene, AP-1 transcription factor subunit	proto-oncogene c-Fos|FBJ murine osteosarcoma viral (v-fos) oncogene homolog (oncogene FOS)|FBJ murine osteosarcoma viral oncogene homolog|Fos proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 7|activator protein 1|cellular oncogene c-fos	14q24.3	14	NC_000014.9	75278828	75282230	plus	4	164810	
9606	Homo sapiens	3673	0	live	ITGA2	BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2	integrin subunit alpha 2	integrin alpha-2|CD49 antigen-like family member B|alpha 2 subunit of VLA-2 receptor|collagen receptor|human platelet alloantigen system 5|integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)|platelet antigen Br|platelet glycoprotein GPIa|platelet membrane glycoprotein Ia|very late activation protein 2 receptor, alpha-2 subunit	5q11.2	5	NC_000005.10	52989352	53094779	plus	30	192974	
9606	Homo sapiens	3661	0	live	IRF3	IIAE7	interferon regulatory factor 3	interferon regulatory factor 3	19q13.33	19	NC_000019.10	49659572	49665857	minus	10	603734	
9606	Homo sapiens	1536	0	live	CYBB	AMCBX2, CGD, CGDX, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX	cytochrome b-245 beta chain	cytochrome b-245 heavy chain|CGD91-phox|NADPH oxidase 2|cytochrome b(558) subunit beta|cytochrome b-245 beta polypeptide|cytochrome b558 subunit beta|heme-binding membrane glycoprotein gp91phox|neutrophil cytochrome b 91 kDa polypeptide|p22 phagocyte B-cytochrome|superoxide-generating NADPH oxidase heavy chain subunit	Xp21.1-p11.4	X	NC_000023.11	37780059	37813461	plus	13	300481	
9606	Homo sapiens	51284	0	live	TLR7	IMD74-like, TLR7	toll like receptor 7	toll-like receptor 7|toll-like receptor 7-like	Xp22.2	X	NC_000023.11	12867072	12890361	plus	3	300365	
9606	Homo sapiens	5155	0	live	PDGFB	IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis	platelet derived growth factor subunit B	platelet-derived growth factor subunit B|PDGF subunit B|PDGF, B chain|becaplermin|epididymis secretory sperm binding protein|platelet-derived growth factor 2|platelet-derived growth factor B chain|platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)|platelet-derived growth factor, beta polypeptide (oncogene SIS)|proto-oncogene c-Sis	22q13.1	22	NC_000022.11	39223359	39244982	minus	8	190040	
9606	Homo sapiens	4092	0	live	SMAD7	CRCS3, MADH7, MADH8	SMAD family member 7	mothers against decapentaplegic homolog 7|MAD (mothers against decapentaplegic, Drosophila) homolog 7|MAD homolog 8|Mothers against decapentaplegic, drosophila, homolog of, 7|SMAD, mothers against DPP homolog 7|hSMAD7|mothers against DPP homolog 8	18q21.1	18	NC_000018.10	48919853	48950965	minus	5	602932	
9606	Homo sapiens	3663	0	live	IRF5	SLEB10	interferon regulatory factor 5	interferon regulatory factor 5	7q32.1	7	NC_000007.14	128937032	128950038	plus	14	607218	
9606	Homo sapiens	9839	0	live	ZEB2	HSPC082, SIP-1, SIP1, SMADIP1, ZFHX1B	zinc finger E-box binding homeobox 2	zinc finger E-box-binding homeobox 2|SMAD interacting protein 1|Smad-interacting protein 1|zinc finger homeobox 1b	2q22.3	2	NC_000002.12	144384081	144520119	minus	11	605802	
9606	Homo sapiens	27178	0	live	IL37	FIL1, FIL1(ZETA), FIL1Z, IL-1F7, IL-1H, IL-1H4, IL-1RP1, IL-23, IL-37, IL1F7, IL1H4, IL1RP1	interleukin 37	interleukin-37|FIL1 zeta|IL-1 zeta|IL-1F7b (IL-1H4, IL-1H, IL-1RP1)|IL-1X protein|IL1F7 (canonical product IL-1F7b)|interleukin 1 family member 7|interleukin 1, zeta|interleukin-1 homolog 4|interleukin-1 superfamily z|interleukin-1-related protein|interleukin-23	2q14.1	2	NC_000002.12	112911165	112918882	plus	7	605510	
9606	Homo sapiens	3313	0	live	HSPA9	CRP40, CSA, EVPLS, GRP-75, GRP75, HEL-S-124mB, MOT, MOT2, MTHSP75, PBP74, SAAN, SIDBA4, HSPA9	heat shock protein family A (Hsp70) member 9	stress-70 protein, mitochondrial|75 kDa glucose-regulated protein|catecholamine-regulated protein 40|epididymis secretory sperm binding protein Li 124m|heat shock 70kD protein 9B|heat shock 70kDa protein 9 (mortalin)|mortalin, perinuclear|mortalin-2|mortalin2|p66-mortalin|peptide-binding protein 74	5q31.2	5	NC_000005.10	138553756	138575401	minus	17	600548	
9606	Homo sapiens	6422	0	live	SFRP1	FRP, FRP-1, FRP1, FrzA, SARP2	secreted frizzled related protein 1	secreted frizzled-related protein 1|SARP-2|frizzled-related protein|sFRP-1|secreted apoptosis-related protein 2	8p11.21	8	NC_000008.11	41261962	41309473	minus	3	604156	
9606	Homo sapiens	7043	0	live	TGFB3	ARVD, ARVD1, LDS5, RNHF, TGF-beta3	transforming growth factor beta 3	transforming growth factor beta-3 proprotein|prepro-transforming growth factor beta-3	14q24.3	14	NC_000014.9	75958097	75983011	minus	8	190230	
9606	Homo sapiens	3718	0	live	JAK3	JAK-3_HUMAN, JAKL, L-JAK, LJAK, JAK3	Janus kinase 3	tyrosine-protein kinase JAK3|Janus kinase 3 (a protein tyrosine kinase, leukocyte)|leukocyte Janus kinase	19p13.11	19	NC_000019.10	17824782	17848071	minus	25	600173	
9606	Homo sapiens	1462	0	live	VCAN	CSPG2, ERVR, GHAP, PG-M, WGN, WGN1	versican	versican core protein|chondroitin sulfate proteoglycan core protein 2|glial hyaluronate-binding protein|large fibroblast proteoglycan|versican proteoglycan	5q14.2-q14.3	5	NC_000005.10	83471744	83582302	plus	15	118661	
9606	Homo sapiens	5725	0	live	PTBP1	HNRNP-I, HNRNPI, HNRPI, PTB, PTB-1, PTB-T, PTB2, PTB3, PTB4, pPTB	polypyrimidine tract binding protein 1	polypyrimidine tract-binding protein 1|57 kDa RNA-binding protein PPTB-1|RNA-binding protein|heterogeneous nuclear ribonucleoprotein I|heterogeneous nuclear ribonucleoprotein polypeptide I|hnRNP I|polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I)	19p13.3	19	NC_000019.10	797452	812316	plus	16	600693	
9606	Homo sapiens	1311	0	live	COMP	CTS2, EDM1, EPD1, MED, PSACH, THBS5, TSP5	cartilage oligomeric matrix protein	cartilage oligomeric matrix protein|cartilage oligomeric matrix protein (pseudoachondroplasia, epiphyseal dysplasia 1, multiple)|pseudoachondroplasia (epiphyseal dysplasia 1, multiple)|thrombospondin-5	19p13.11	19	NC_000019.10	18782773	18791305	minus	19	600310	
9606	Homo sapiens	89780	0	live	WNT3A		Wnt family member 3A	protein Wnt-3a|wingless-type MMTV integration site family, member 3A	1q42.13	1	NC_000001.11	228006998	228067113	plus	6	606359	
9606	Homo sapiens	51311	0	live	TLR8	CD288	toll like receptor 8	toll-like receptor 8	Xp22.2	X	NC_000023.11	12906620	12923169	plus	3	300366	
9606	Homo sapiens	2532	0	live	ACKR1	CCBP1, CD234, DARC, DARC/ACKR1, Dfy, FY, GPD, GpFy, WBCQ1	atypical chemokine receptor 1 (Duffy blood group)	atypical chemokine receptor 1|Duffy antigen chemokine receptor|Duffy blood group antigen|Duffy blood group system protein|Duffy blood group, chemokine receptor|Fy glycoprotein|glycoprotein D|plasmodium vivax receptor	1q23.2	1	NC_000001.11	159204875	159206500	plus	2	613665	
9606	Homo sapiens	3577	0	live	CXCR1	C-C, C-C-CKR-1, CD128, CD181, CDw128a, CKR-1, CMKAR1, IL8R1, IL8RA, IL8RBA	C-X-C motif chemokine receptor 1	C-X-C chemokine receptor type 1|CXC-R1|CXCR-1|IL-8 receptor type 1|IL-8R A|chemokine (C-X-C motif) receptor 1|high affinity interleukin-8 receptor A|interleukin 8 receptor, alpha|interleukin-8 receptor type 1|interleukin-8 receptor type A	2q35	2	NC_000002.12	218162841	218166962	minus	2	146929	
9606	Homo sapiens	27122	0	live	DKK3	REIC, RIG	dickkopf WNT signaling pathway inhibitor 3	dickkopf-related protein 3|RIG-like 5-6|RIG-like 7-1|dickkopf 3 homolog|dickkopf homolog 3|dickkopf-3|dkk-3|hDkk-3|regulated in glioma	11p15.3	11	NC_000011.10	11963036	12009827	minus	12	605416	
9606	Homo sapiens	5764	0	live	PTN	HARP, HB-GAM, HBBM, HBGF-8, HBGF8, HBNF, HBNF-1, NEGF1, OSF-1	pleiotrophin	pleiotrophin|heparin affin regulatory protein|heparin-binding brain mitogen|heparin-binding growth factor 8|heparin-binding growth-associated molecule|heparin-binding neurite outgrowth promoting factor|heparin-binding neurite outgrowth-promoting factor 1|osteoblast-specific factor 1|pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	7q33	7	NC_000007.14	137227341	137343733	minus	6	162095	
9606	Homo sapiens	10411	0	live	RAPGEF3	CAMP-GEFI, EPAC, EPAC1, HSU79275, bcm910	Rap guanine nucleotide exchange factor 3	rap guanine nucleotide exchange factor 3|9330170P05Rik|EPAC 1|Rap guanine nucleotide exchange factor (GEF) 3|Rap1 guanine-nucleotide-exchange factor directly activated by cAMP|cAMP-regulated guanine nucleotide exchange factor I|exchange factor directly activated by cAMP 1|exchange protein directly activated by cAMP 1	12q13.11	12	NC_000012.12	47734363	47758880	minus	29	606057	
9606	Homo sapiens	2770	0	live	GNAI1	Gi	G protein subunit alpha i1	guanine nucleotide-binding protein G(i) subunit alpha-1|Gi1 protein alpha subunit|adenylate cyclase-inhibiting G alpha protein|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	7q21.11	7	NC_000007.14	80134831	80226181	plus	9	139310	
9606	Homo sapiens	3127	0	live	HLA-DRB5	HLA-DRB5*	major histocompatibility complex, class II, DR beta 5	major histocompatibility complex, class II, DR beta 5|DR beta-5|HLA class II histocompatibility antigen, DR-5 beta chain|MHC class II antigen DRB5	6p21.32	6	NC_000006.12	32517343	32530316	minus	6	604776	
9606	Homo sapiens	2549	0	live	GAB1	DFNB26	GRB2 associated binding protein 1	GRB2-associated-binding protein 1|GRB2-associated binder 1|deafness, autosomal recessive 26|growth factor receptor bound protein 2-associated protein 1|symbol withdrawn, see GAB1	4q31.21	4	NC_000004.12	143336876	143474565	plus	19	604439	
9606	Homo sapiens	5055	0	live	SERPINB2	HsT1201, PAI, PAI-2, PAI2, PLANH2	serpin family B member 2	plasminogen activator inhibitor 2|monocyte Arg-serpin|placental plasminogen activator inhibitor|plasminogen activator inhibitor, type II (arginine-serpin)|plasminogen-activator inhibitor|serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 2|serpin B2|serpin peptidase inhibitor, clade B (ovalbumin), member 2|urokinase inhibitor	18q21.33-q22.1	18	NC_000018.10	63887705	63903890	plus	10	173390	
9606	Homo sapiens	57016	0	live	AKR1B10	AKR1B11, AKR1B12, ALDRLn, ARL-1, ARL1, HIS, HSI	aldo-keto reductase family 1 member B10	aldo-keto reductase family 1 member B10|ARP|SI reductase|aldo-keto reductase family 1, member B10 (aldose reductase)|aldo-keto reductase family 1, member B11 (aldose reductase-like)|aldose reductase-like 1|aldose reductase-like peptide|aldose reductase-related protein|hARP|small intestine reductase	7q33	7	NC_000007.14	134527567	134541412	plus	11	604707	
9606	Homo sapiens	4502	0	live	MT2A	MT-2, MT-II, MT2	metallothionein 2A	metallothionein-2|metallothionein-II	16q13	16	NC_000016.10	56608584	56609497	plus	3	156360	
9606	Homo sapiens	2771	0	live	GNAI2	GIPB, H_LUCA15.1, H_LUCA16.1, GNAI2	G protein subunit alpha i2	guanine nucleotide-binding protein G(i) subunit alpha-2|GTP-binding regulatory protein Gi alpha-2 chain|adenylate cyclase-inhibiting G alpha protein|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2|guanine nucleotide-binding protein G(i), alpha-2 subunit	3p21.31	3	NC_000003.12	50227068	50259362	plus	13	139360	
9606	Homo sapiens	6423	0	live	SFRP2	FRP-2, SARP1, SDF-5	secreted frizzled related protein 2	secreted frizzled-related protein 2|SARP-1|sFRP-2|secreted apoptosis related protein 1|testicular tissue protein Li 170	4q31.3	4	NC_000004.12	153780591	153789083	minus	3	604157	
9606	Homo sapiens	839	0	live	CASP6	MCH2	caspase 6	caspase-6|apoptotic protease MCH-2|caspase 6, apoptosis-related cysteine peptidase|caspase 6, apoptosis-related cysteine protease	4q25	4	NC_000004.12	109688628	109703445	minus	7	601532	
9606	Homo sapiens	7114	0	live	TMSB4X	FX, PTMB4, TB4X, TMSB4	thymosin beta 4 X-linked	thymosin beta-4|prothymosin beta-4|t beta-4|thymosin, beta 4, X chromosome	Xp22.2	X	NC_000023.11	12975110	12977223	plus	3	300159	
9606	Homo sapiens	1215	0	live	CMA1	CYH, MCT1, chymase	chymase 1	chymase|alpha-chymase|chymase 1 preproprotein transcript E|chymase 1 preproprotein transcript I|chymase 1, mast cell|chymase, heart|chymase, mast cell|mast cell protease I	14q12	14	NC_000014.9	24505353	24508265	minus	5	118938	
9606	Homo sapiens	148	0	live	ADRA1A	ADRA1C, ADRA1L1, ALPHA1AAR	adrenoceptor alpha 1A	alpha-1A adrenergic receptor|G protein coupled receptor|alpha-1A adrenoceptor|alpha-1A adrenoreceptor|alpha-1C adrenergic receptor	8p21.2	8	NC_000008.11	26738113	26870994	minus	11	104221	
9606	Homo sapiens	8661	0	live	EIF3A	EIF3, EIF3S10, P167, TIF32, eIF3-p170, eIF3-theta, p180, p185	eukaryotic translation initiation factor 3 subunit A	eukaryotic translation initiation factor 3 subunit A|EIF3, p180 subunit|centrosomin homolog|cytoplasmic protein p167|eIF-3-theta|eIF3 p167|eIF3 p180|eIF3 p185|eukaryotic translation initiation factor 3 subunit 10|eukaryotic translation initiation factor 3, subunit 10 (theta, 150/170kD)|eukaryotic translation initiation factor 3, subunit 10 (theta, 170kD)|eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa|eukaryotic translation initiation factor 3, subunit 10, 170kD	10q26.11	10	NC_000010.11	119033670	119080817	minus	22	602039	
9606	Homo sapiens	10333	0	live	TLR6	CD286	toll like receptor 6	toll-like receptor 6	4p14	4	NC_000004.12	38822897	38857755	minus	6	605403	
9606	Homo sapiens	3068	0	live	HDGF	HMG1L2	heparin binding growth factor	hepatoma-derived growth factor|epididymis secretory sperm binding protein|hepatoma derived growth factor|high mobility group protein 1-like 2	1q23.1	1	NC_000001.11	156742107	156752448	minus	13	600339	
9606	Homo sapiens	7026	0	live	NR2F2	ARP-1, ARP1, CHTD4, COUPTF2, COUPTFB, COUPTFII, NF-E3, SRXX5, SVP40, TFCOUP2	nuclear receptor subfamily 2 group F member 2	COUP transcription factor 2|ADP-ribosylation factor related protein 1|COUP transcription factor II|apolipoprotein A-I regulatory protein 1|apolipoprotein AI regulatory protein 1|chicken ovalbumin upstream promoter transcription factor 2|chicken ovalbumin upstream promoter-transcription factor I	15q26.2	15	NC_000015.10	96326046	96340263	plus	6	107773	
9606	Homo sapiens	9618	0	live	TRAF4	CART1, MLN62, RNF83	TNF receptor associated factor 4	TNF receptor-associated factor 4|MLN 62|RING finger protein 83|TRAF4 variant 6|cysteine-rich domain associated with RING and Traf domains protein 1|cysteine-rich domain associated with ring and TRAF domain|malignant 62|metastatic lymph node gene 62 protein|tumor necrosis receptor-associated factor 4A	17q11.2	17	NC_000017.11	28744004	28750956	plus	8	602464	
9606	Homo sapiens	10516	0	live	FBLN5	ADCL2, ARCL1A, ARMD3, DANCE, EVEC, FIBL-5, HNARMD, UP50	fibulin 5	fibulin-5|developmental arteries and neural crest EGF-like protein|embryonic vascular EGF-like repeat-containing protein|testis tissue sperm-binding protein Li 75n|urine p50 protein	14q32.12	14	NC_000014.9	91869411	91947694	minus	15	604580	
9606	Homo sapiens	2773	0	live	GNAI3	87U6, ARCND1	G protein subunit alpha i3	guanine nucleotide-binding protein G(i) subunit alpha-3|g(i) alpha-3|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3|guanine nucleotide-binding protein G(i) subunit alpha|guanine nucleotide-binding protein G(k) subunit alpha	1p13.3	1	NC_000001.11	109548615	109600195	plus	9	139370	
9606	Homo sapiens	2661	0	live	GDF9	POF14	growth differentiation factor 9	growth/differentiation factor 9	5q31.1	5	NC_000005.10	132861181	132866651	minus	6	601918	
9606	Homo sapiens	7130	0	live	TNFAIP6	TSG-6, TSG6	TNF alpha induced protein 6	tumor necrosis factor-inducible gene 6 protein|TNF-stimulated gene 6 protein|hyaluronate-binding protein|tumor necrosis factor alpha-inducible protein 6|tumor necrosis factor, alpha induced protein 6|tumor necrosis factor-stimulated gene-6 protein	2q23.3	2	NC_000002.12	151357592	151380046	plus	6	600410	
9606	Homo sapiens	427	0	live	ASAH1	AC, ACDase, ASAH, PHP, PHP32, SMAPME	N-acylsphingosine amidohydrolase 1	acid ceramidase|N-acylethanolamine hydrolase ASAH1|N-acylsphingosine amidohydrolase (acid ceramidase) 1|acid CDase|acylsphingosine deacylase|putative 32 kDa heart protein	8p22	8	NC_000008.11	18055992	18084961	minus	17	613468	
9606	Homo sapiens	4628	0	live	MYH10	NMMHC-IIB, NMMHCB	myosin heavy chain 10	myosin-10|myosin heavy chain, nonmuscle type B|myosin, heavy chain 10, non-muscle|myosin, heavy polypeptide 10, non-muscle|nonmuscle myosin II heavy chain-B|nonmuscle myosin heavy chain IIB	17p13.1	17	NC_000017.11	8474212	8631369	minus	47	160776	
9606	Homo sapiens	115908	0	live	CTHRC1		collagen triple helix repeat containing 1	collagen triple helix repeat-containing protein 1	8q22.3	8	NC_000008.11	103371538	103382989	plus	5	610635	
9606	Homo sapiens	4489	0	live	MT1A	MT-1A, MT-IA, MT1, MT1S, MTC	metallothionein 1A	metallothionein-1A|metallothionein 1A (functional)|metallothionein 1S|metallothionein-IA	16q13	16	NC_000016.10	56638666	56640087	plus	3	156350	
9606	Homo sapiens	9100	0	live	USP10	UBPO	ubiquitin specific peptidase 10	ubiquitin carboxyl-terminal hydrolase 10|deubiquitinating enzyme 10|ubiquitin specific protease 10|ubiquitin thioesterase 10|ubiquitin thiolesterase 10|ubiquitin-specific-processing protease 10	16q24.1	16	NC_000016.10	84699977	84779922	plus	19	609818	
9606	Homo sapiens	2294	0	live	FOXF1	ACDMPV, FKHL5, FREAC1	forkhead box F1	forkhead box protein F1|FREAC-1|Forkhead, drosophila, homolog-like 5|forkhead-related activator 1|forkhead-related protein FKHL5|forkhead-related transcription factor 1	16q24.1	16	NC_000016.10	86510527	86515422	plus	2	601089	
9606	Homo sapiens	80326	0	live	WNT10A	OODD, SSPS, STHAG4	Wnt family member 10A	protein Wnt-10a|wingless-type MMTV integration site family, member 10A	2q35	2	NC_000002.12	218874116	218893931	plus	6	606268	
9606	Homo sapiens	984	0	live	CDK11B	CDC2L1, CDK11, CDK11-p110, CDK11-p46, CDK11-p58, CLK-1, PITSLREA, PK58, p58, p58CDC2L1, p58CLK-1	cyclin dependent kinase 11B	cyclin-dependent kinase 11B|CDC-related protein kinase p58|PITSLRE serine/threonine-protein kinase CDC2L1|cell division cycle 2-like 1 (PITSLRE proteins)|cell division protein kinase 11B|galactosyltransferase-associated protein kinase p58/GTA|p58 CLK-1	1p36.33	1	NC_000001.11	1635225	1659619	minus	22	176873	
9606	Homo sapiens	8087	0	live	FXR1	FXR1P, MYOPMIL, MYORIBF	FMR1 autosomal homolog 1	fragile X mental retardation syndrome-related protein 1|fragile X mental retardation, autosomal homolog 1	3q26.33	3	NC_000003.12	180912670	180982753	plus	19	600819	
9606	Homo sapiens	4053	0	live	LTBP2	C14orf141, GLC3D, LTBP3, MSPKA, MSTP031, WMS3	latent transforming growth factor beta binding protein 2	latent-transforming growth factor beta-binding protein 2|LTBP-2	14q24.3	14	NC_000014.9	74498183	74612593	minus	36	602091	
9606	Homo sapiens	23581	0	live	CASP14	ARCI12	caspase 14	caspase-14|CASP-14|apoptosis-related cysteine protease|caspase 14, apoptosis-related cysteine peptidase|caspase 14, apoptosis-related cysteine protease	19p13.12	19	NC_000019.10	15049480	15058293	plus	7	605848	
9606	Homo sapiens	3207	0	live	HOXA11	HOX1, HOX1I, RUSAT1	homeobox A11	homeobox protein Hox-A11|homeo box 1I|homeobox protein HOXA11|homeobox protein Hox-1I	7p15.2	7	NC_000007.14	27181157	27185232	minus	2	142958	
9606	Homo sapiens	7472	0	live	WNT2	INT1L1, IRP	Wnt family member 2	protein Wnt-2|Int-1-related protein|epididymis secretory sperm binding protein|int-1-like protein 1|secreted growth factor|wingless-type MMTV integration site family member 2	7q31.2	7	NC_000007.14	117275451	117323058	minus	5	147870	
9606	Homo sapiens	2354	0	live	FOSB	AP-1, G0S3, GOS3, GOSB	FosB proto-oncogene, AP-1 transcription factor subunit	protein fosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1	19q13.32	19	NC_000019.10	45467996	45475179	plus	4	164772	
9606	Homo sapiens	84166	0	live	NLRC5	CLR16.1, NOD27, NOD4	NLR family CARD domain containing 5	protein NLRC5|NOD-like receptor C5|caterpiller protein 16.1|nucleotide-binding oligomerization domain protein 4|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 5|nucleotide-binding oligomerization domains 27	16q13	16	NC_000016.10	56989557	57083520	plus	57	613537	
9606	Homo sapiens	147	0	live	ADRA1B	ADRA1, ALPHA1BAR	adrenoceptor alpha 1B	alpha-1B adrenergic receptor|adrenergic, alpha-1B-, receptor|alpha-1B adrenoceptor|alpha-1B adrenoreceptor	5q33.3	5	NC_000005.10	159916482	159989205	plus	7	104220	
9606	Homo sapiens	146	0	live	ADRA1D	ADRA1, ADRA1A, ADRA1R, ALPHA1, DAR, dJ779E11.2	adrenoceptor alpha 1D	alpha-1D adrenergic receptor|adrenergic, alpha -1D-, receptor|adrenergic, alpha-1A-, receptor|alpha-1A adrenergic receptor|alpha-1D adrenoceptor|alpha-1D adrenoreceptor|alpha-adrenergic receptor 1a	20p13	20	NC_000020.11	4220630	4249287	minus	2	104219	
9606	Homo sapiens	4071	0	live	TM4SF1	H-L6, L6, M3S1, TAAL6	transmembrane 4 L six family member 1	transmembrane 4 L6 family member 1|membrane component, chromosome 3, surface marker 1|transmembrane 4 superfamily member 1|tumor-associated antigen L6	3q25.1	3	NC_000003.12	149369022	149377781	minus	5	191155	
9606	Homo sapiens	23035	0	live	PHLPP2	PHLPPL, PPM3B	PH domain and leucine rich repeat protein phosphatase 2	PH domain leucine-rich repeat-containing protein phosphatase 2|protein phosphatase, Mg2+/Mn2+ dependent 3B	16q22.2	16	NC_000016.10	71644924	71724701	minus	20	611066	
9606	Homo sapiens	340419	0	live	RSPO2	CRISTIN2, HHRRD, TETAMS2	R-spondin 2	R-spondin-2|R-spondin 2 homolog|roof plate-specific spondin-2	8q23.1	8	NC_000008.11	107899316	108083680	minus	7	610575	
9606	Homo sapiens	126393	0	live	HSPB6	HEL55, Hsp20, PPP1R91	heat shock protein family B (small) member 6	heat shock protein beta-6|epididymis luminal protein 55|epididymis secretory sperm binding protein|heat shock 20 kDa-like protein p20|heat shock protein family B (small) member B6|heat shock protein, alpha-crystallin-related, B6|protein phosphatase 1, regulatory subunit 91	19q13.12	19	NC_000019.10	35754566	35757029	minus	3	610695	
9606	Homo sapiens	4495	0	live	MT1G	MT1, MT1K	metallothionein 1G	metallothionein-1G|MT-1G|MT-1K|MT-IG|metallothionein-1K|metallothionein-IG	16q13	16	NC_000016.10	56666730	56668065	minus	3	156353	
9606	Homo sapiens	90480	0	live	GADD45GIP1	CKBBP2, CKbetaBP2, CRIF1, MRP-L59, PLINP, PLINP-1, PRG6, Plinp1	GADD45G interacting protein 1	growth arrest and DNA damage-inducible proteins-interacting protein 1|39S ribosomal protein L59, mitochondrial|CKII beta binding protein 2|CKII beta-associating protein|CR6 interacting factor 1|growth arrest and DNA-damage-inducible, gamma interacting protein 1|growth arrest- and DNA damage-inducible GADD45G-interacting protein|mitochondrial large ribosomal subunit protein CRIF1|mitochondrial large ribosomal subunit protein mL64|p53-responsive gene 6 protein|papillomavirus L2 interacting nuclear protein 1	19p13.13	19	NC_000019.10	12953119	12957223	minus	2	605162	
9606	Homo sapiens	4494	0	live	MT1F	MT1	metallothionein 1F	metallothionein-1F|MT-1F|MT-IF|metallothionein 1F (functional)|metallothionein-IF	16q13	16	NC_000016.10	56657959	56659303	plus	3	156352	
9606	Homo sapiens	51192	0	live	CKLF	C321, CKLF2, CKLF3, CKLF4, HSPC224, UCK-1, CKLF	chemokine like factor	chemokine-like factor|chemokine-like factor 1|chemokine-like factor 2|chemokine-like factor 3|chemokine-like factor 4|transmembrane proteolipid	16q21	16	NC_000016.10	66552563	66566287	plus	4	616074	
9606	Homo sapiens	4501	0	live	MT1X	MT-1l, MT1	metallothionein 1X	metallothionein-1X|MT-1X|MT-IX|metallothionein-IX|testicular tissue protein Li 124	16q13	16	NC_000016.10	56682470	56684196	plus	3	156359	
9606	Homo sapiens	92162	0	live	TMEM88		transmembrane protein 88	transmembrane protein 88	17p13.1	17	NC_000017.11	7854886	7856099	plus	2	617813	
9606	Homo sapiens	390598	0	live	SKOR1	CORL1, FUSSEL15, LBXCOR1	SKI family transcriptional corepressor 1	SKI family transcriptional corepressor 1|LBX1 corepressor 1|Lbxcor1 homolog|corepressor for LBX1|functional Smad-suppressing element on chromosome 15|ladybird homeobox corepressor 1|transcriptional corepressor CORL1	15q23	15	NC_000015.10	67825509	67834582	plus	9	611273	
